gene_name,twoD_1,twoD_2,twoD_3,twoD_4,dynamic_1,dynamic_2,dynamic_3,dynamic_4
SMIM41,0,0,14,0,0,0,0,40
ATG101,1717,1359,1767,1555,2476,1363,1642,1759
LOC104972390,50,9,63,15,42,1,36,7
NR4A1,43,68,136,54,158,5,87,434
LOC132345260,0,0,0,0,0,0,5,0
TAMALIN,0,0,0,0,0,0,1,0
ACVR1B,162,239,258,105,373,163,143,234
ACVRL1,0,3,0,8,0,0,0,12
ANKRD33,1,0,0,0,1,0,0,0
FIGNL2,1,8,3,10,0,7,2,8
TMDD1,0,0,0,0,0,0,0,0
SCN8A,52,63,168,62,163,37,51,270
TRNAE-UUC_32,0,0,0,0,0,0,0,0
LOC112446848,0,0,0,0,0,0,0,0
SLC4A8,0,0,32,0,0,0,2,0
GALNT6,23,0,0,0,1,60,0,7
TRNAG-CCC_43,0,0,0,0,0,0,0,0
CELA1,14,27,11,10,17,101,18,24
BIN2,2296,3223,2900,1742,3028,9125,2514,3368
SMAGP,2050,1798,1915,1432,2998,5202,2247,1746
DAZAP2,934,1047,1281,839,1258,950,1217,1028
POU6F1,0,21,6,0,0,0,0,9
TFCP2,114,251,292,115,243,487,183,184
CSRNP2,607,628,1121,510,536,923,753,2047
LETMD1,113,170,132,68,150,47,130,81
LOC112446676,202,89,251,122,243,222,219,336
SLC11A2,4209,5684,3733,3769,5507,6412,5346,4508
LOC112446869,0,0,0,0,0,0,0,0
LOC512464,316,340,1311,760,726,694,649,737
LOC781439,1,0,4,3,1,9,6,12
LOC112441543,78,51,1177,55,1,1062,1205,255
HIGD1C,0,0,0,0,0,0,0,0
TMT1A,0,3,21,8,21,36,25,102
LOC101904477,266,90,22,107,203,75,282,140
TMPRSS12,0,0,0,0,8,0,3,5
ATF1,1156,1299,1560,1186,2185,1628,1300,1741
TRNAG-UCC_23,0,0,0,0,0,0,0,0
DIP2B,927,908,861,883,907,1117,954,1672
TRNAG-CCC_44,0,0,0,0,0,5,0,1
LOC619094,4,0,0,0,0,0,0,0
LARP4,3860,3543,3255,3381,3279,3882,3471,4940
FAM186A,0,0,0,0,0,0,0,0
LOC112446900,0,0,0,0,0,0,0,0
LIMA1,663,907,1444,649,1779,3261,1519,2307
CERS5,2724,2906,2654,2755,4891,3056,2734,3023
COX14,5335,3480,6757,5182,8242,3736,6419,6134
GPD1,17,45,15,22,65,44,42,37
LOC104972400,0,1,0,0,0,0,14,12
SMARCD1,719,797,924,710,1312,529,523,999
ASIC1,2,8,40,9,7,55,1,41
RACGAP1,7738,6632,7617,6073,8523,6281,7799,9869
AQP6,0,0,0,4,0,0,0,0
AQP5,0,0,0,2,0,0,0,11
AQP2,0,0,0,0,0,0,0,0
LOC104972401,0,0,0,0,0,0,0,0
FAIM2,0,0,8,0,0,0,0,9
BCDIN3D,209,199,267,229,236,303,40,219
NCKAP5L,5,5,56,1,0,6,0,60
MIR2425,0,0,0,0,0,0,0,0
TMBIM6,20067,19984,25133,16965,35027,47173,33500,24367
FMNL3,132,11,98,67,1,133,65,38
PRPF40B,315,583,559,306,667,285,225,647
FAM186B,6,0,16,0,0,1,0,0
MCRS1,2194,2138,2334,1681,3286,2201,2761,2599
KCNH3,0,0,0,0,0,0,0,0
SPATS2,653,557,733,391,572,518,409,704
TRNAG-CCC_45,0,0,0,0,0,0,0,0
TRNAG-CCC_46,0,0,0,0,0,0,0,0
DNAJC22,212,358,269,224,337,331,586,241
C1QL4,10,0,13,0,0,0,0,0
TROAP,1748,1369,2113,1139,2007,929,1230,2538
PRPH,692,1887,3314,1381,5989,5968,3837,1686
LOC100141266,8340,5787,10436,7283,10209,6046,8267,8264
TUBA1C,3760,4190,4648,2973,5476,3587,7088,3141
LOC132345267,20,5,3,0,0,11,6,5
TUBA1A,7612,7660,7644,4776,9553,5162,5883,7697
LOC132345266,0,0,0,0,0,0,0,0
TUBA1B,45486,41272,49117,42297,66132,55852,61365,54247
LMBR1L,1210,692,686,594,1202,628,725,1258
DHH,0,19,0,1,0,0,0,25
RHEBL1,308,272,430,215,597,447,329,475
KMT2D,384,314,544,305,958,221,158,538
MIR2426,0,0,0,0,0,0,0,0
PRKAG1,741,883,797,603,1388,645,1063,1044
DDN,21,8,13,23,0,0,0,4
WNT1,0,0,0,0,0,0,0,0
WNT10B,18,0,31,0,46,0,14,0
LOC112446681,0,0,0,0,5,0,0,0
ARF3,3455,2805,4715,2764,4202,5601,4145,5499
FKBP11,235,122,330,149,334,561,200,461
CCDC65,139,26,6,50,86,41,100,24
LOC132345268,0,0,0,0,0,0,0,0
RND1,27,39,74,51,29,87,75,391
DDX23,2196,1932,3016,1854,2761,1934,2413,2870
CACNB3,9,5,5,15,21,0,8,19
ADCY6,0,75,120,19,104,23,86,90
LOC132345269,0,0,0,0,0,0,0,0
TEX49,33,21,37,11,67,27,26,16
CCNT1,615,875,646,672,584,830,391,906
KANSL2,2271,2176,2623,1621,2060,2013,1625,2369
LOC112446865,0,2,1,1,4,0,0,2
LOC112446866,0,1,5,4,9,3,0,3
MIR1291,1,6,5,3,8,6,6,0
LALBA,0,0,0,0,0,0,0,0
OR5BS1,0,0,0,0,0,0,0,0
OR8S8,0,0,0,0,0,0,0,0
OR8S27,0,0,0,0,0,0,0,0
OR8S25,0,0,0,0,0,0,0,0
OR8S10,1,0,0,0,0,0,0,0
OR8S15,0,0,0,0,0,0,0,0
OR8S1,0,0,0,0,0,0,0,0
OR8S24,0,36,0,0,0,0,0,0
C5H12orf54,1101,593,1824,440,300,361,507,1369
OR8S2,0,0,0,2,0,0,0,0
OR8S26,0,0,0,0,0,0,0,0
OR8S3,0,0,0,0,0,0,0,0
OR8BJ2,7,0,0,0,0,0,0,0
OR5BJ2,0,3,3,0,0,0,0,0
ZNF641,10,103,101,120,1,197,164,146
LOC784038,1,1,0,6,0,0,9,2
H1-7,4,0,9,1,0,2,0,7
CCDC184,2,4,0,7,0,0,0,4
ASB8,899,601,931,375,438,560,873,908
PFKM,112,97,118,83,435,30,98,274
SENP1,592,593,437,391,893,368,769,710
COL2A1,1,1,0,0,0,30,0,39
TMEM106C,537,722,1413,458,995,1587,1164,1355
VDR,2,3,0,0,0,0,0,4
LOC101905666,0,0,0,0,0,0,0,0
HDAC7,139,130,266,96,218,138,63,245
SLC48A1,151,123,183,24,145,1314,29,187
RAPGEF3,0,14,32,0,0,37,0,38
ENDOU,427,573,194,166,946,1115,963,454
RPAP3,1520,1520,1739,1711,1470,1995,1150,1756
LOC132345270,0,0,0,0,0,0,0,0
LOC112446682,0,1,0,0,0,0,0,0
LOC112446684,0,0,0,0,0,0,0,0
PCED1B,4709,3192,2785,3560,4381,2081,3823,4213
LOC100847695,530,236,242,216,623,149,467,456
AMIGO2,2206,2095,1877,1221,2257,727,2102,4111
LOC112446608,0,0,0,0,0,0,0,0
SLC38A4,0,0,0,0,0,0,0,0
LOC112446686,8,0,0,0,0,0,0,0
LOC107132478,0,0,0,0,0,0,0,0
SLC38A2,4617,7428,2230,5026,7242,6087,4454,5328
SLC38A1,0,1,0,0,0,207,17,7
SCAF11,1413,1433,1248,1434,1184,1369,1025,1721
ARID2,656,706,542,483,194,520,701,412
LOC132345273,0,0,0,0,0,0,0,0
TRNAC-ACA_48,0,0,0,0,0,0,0,0
TRNAC-ACA_49,0,0,0,0,0,0,0,0
ANO6,4957,5177,3112,4094,6408,6208,5554,4437
TRNAR-ACG_6,0,0,0,0,0,0,0,0
DBX2,0,0,0,0,0,0,0,0
NELL2,23,38,13,17,4,58,83,100
TRNAC-GCA_61,0,0,0,0,0,0,0,0
LOC101906916,20,23,23,18,25,20,20,17
LOC132345274,0,0,0,0,0,0,0,0
TMEM117,3,0,4,0,0,28,8,15
TWF1,603,766,681,733,745,1168,718,829
IRAK4,769,433,578,490,298,639,483,1058
PUS7L,452,462,306,399,244,339,524,785
TRNAW-CCA_31,0,0,0,0,0,0,0,0
ADAMTS20,0,0,0,0,0,32,1,0
LOC534627,7,6,10,9,11,14,9,5
LOC112446902,0,0,0,0,0,0,0,0
LOC786089,21,4,5,1,2,7,5,26
TRNAS-GGA_31,0,0,0,0,0,0,0,0
LOC112446856,0,0,0,0,0,0,0,0
PRICKLE1,226,121,133,75,42,205,114,92
LOC112446689,0,0,0,0,0,0,0,0
MIR12005-2,0,0,0,0,0,0,0,0
MIR12005-1,0,0,0,0,0,0,0,0
PPHLN1,1499,1368,1685,1569,1910,1626,1514,1565
ZCRB1,1444,982,1221,1155,1493,1068,1601,1644
YAF2,91,85,121,127,68,110,101,204
GXYLT1,518,424,605,569,422,735,342,881
LOC132345275,0,0,0,0,0,0,0,0
LOC132345393,0,0,0,0,0,0,0,0
LOC132345276,0,0,0,0,0,0,0,0
PDZRN4,36,3,26,0,0,0,1,2
LOC101905399,98,38,55,29,34,177,30,56
CNTN1,0,0,0,0,0,23,0,0
LOC132342142,0,0,0,0,0,0,0,0
MUC19,0,0,0,0,0,0,0,0
LRRK2,121,79,41,211,5,37,87,179
LOC132345277,0,0,0,0,0,8,0,0
LOC132345278,0,0,0,0,0,0,0,0
SLC2A13,46,184,96,53,36,79,13,122
C5H12orf40,2,2,17,0,0,0,0,14
ABCD2,0,2,0,0,0,0,0,10
KIF21A,554,882,843,571,680,467,1113,522
MIR2428,0,0,0,0,0,0,0,0
LOC112446895,0,0,0,0,0,0,1,0
LOC617654,39,111,118,49,102,115,72,83
LOC132345279,0,0,0,0,0,0,0,0
CPNE8,14,20,0,41,0,0,39,62
LOC132345280,4,2,0,0,0,0,0,4
PTPRR,0,0,0,0,0,0,0,7
LOC112446692,0,0,0,0,0,0,0,0
PTPRB,0,0,0,0,0,0,0,16
LOC132345281,0,0,0,0,0,0,0,0
MIR2284Z-5,0,0,0,0,0,0,0,0
KCNMB4,6,12,46,24,0,0,8,62
TRNAC-GCA_62,0,0,0,0,0,0,0,0
CNOT2,2921,2497,2544,2280,2766,1879,2879,3201
LOC107131684,163,97,263,84,107,69,106,167
MYRFL,0,8,0,0,0,0,0,0
RAB3IP,675,751,1635,670,1120,1983,1181,1263
BEST3,0,1,1,0,0,0,0,0
LRRC10,0,0,0,0,0,0,0,0
CCT2,19208,17949,20071,16670,18721,20280,16825,19686
FRS2,288,343,296,378,392,265,249,717
MIR2427,0,0,0,0,0,0,0,0
YEATS4,1798,1842,1388,1718,1661,861,1219,1792
LOC281287,0,0,0,0,0,0,0,0
LOC112446915,0,0,0,0,0,0,0,0
LOC132345283,0,0,0,0,0,0,0,0
LOC785803,0,0,0,0,0,0,0,0
LOC781146,32,0,38,2,0,22,9,3
LOC112446693,46,28,83,21,39,35,19,155
LOC617219,0,0,4,0,0,18,12,4
LYSB,0,0,0,0,0,6,0,0
LYZ2,0,0,7,0,0,0,4,7
LOC781349,134,60,199,21,120,367,191,477
LYZ3,105,272,370,48,68,234,93,461
LOC787241,0,1,0,0,0,0,0,0
LOC112446907,0,0,0,0,0,0,0,0
LYZ,0,0,0,0,0,0,0,3
CPSF6,3264,3876,3802,3272,2992,3726,2846,5550
LOC107132485,0,0,0,0,0,0,0,0
LOC112446864,0,0,0,0,0,0,0,0
LOC104969823,0,0,12,0,0,17,0,1
CPM,913,276,138,189,529,130,534,726
MDM2,1881,1412,2323,1001,2274,2946,1680,2375
LOC104972426,0,1,0,0,0,9,1,0
SLC35E3,304,228,192,227,369,372,180,510
NUP107,4733,5396,3772,4047,4226,4427,5181,5464
LOC112446870,1,0,0,7,0,1,0,5
RAP1B,5578,4325,5494,4514,4558,6666,3875,7531
LOC104972428,20,0,13,34,0,0,0,18
LOC132345284,0,0,0,0,0,0,0,0
LOC132345285,2,0,4,0,0,1,0,0
MDM1,136,105,195,177,161,108,119,100
IL22,0,0,0,0,0,4,0,0
IL26,0,0,1,0,0,0,0,0
IFNG,0,0,9,0,0,0,0,0
DYRK2,188,128,248,88,99,189,99,200
LOC112446700,0,0,4,0,0,0,0,0
LOC132345286,0,0,0,0,0,0,0,0
CAND1,5210,4428,4448,4774,4534,5694,5218,6375
LOC100848339,118,70,163,68,78,91,163,123
TRNAE-UUC_33,0,0,0,0,0,0,0,0
GRIP1,62,36,17,70,72,0,30,81
TRNAC-GCA_63,0,0,0,0,0,0,0,0
TRNAY-GUA_11,0,0,0,0,0,0,0,0
LOC112446885,0,0,0,0,0,0,0,0
LOC132345288,9,4,0,0,0,0,0,0
HELB,593,574,781,627,1107,605,407,862
IRAK3,19,40,116,58,177,31,119,252
TRNAK-CUU_3,0,0,0,0,0,0,0,0
TMBIM4,3893,4089,4162,3813,7226,5423,4366,4002
LLPH,1371,1234,1452,1216,1010,1241,907,1409
TRNAS-GGA_32,0,0,0,0,0,0,0,0
HMGA2,0,17,0,0,24,4,12,0
MIR763,0,0,0,0,0,0,0,0
LOC101905683,0,0,0,0,0,0,0,0
MSRB3,120,1096,251,637,1333,915,712,422
LOC132345289,41,33,21,41,28,50,8,64
LEMD3,537,550,401,513,667,568,503,733
WIF1,0,23,1,19,6,0,0,42
MIR2429,0,0,0,0,0,0,0,0
LOC112446919,0,0,0,0,0,0,0,0
TBC1D30,79,140,150,80,102,82,44,207
LOC101906182,0,0,0,0,0,0,0,5
GNS,3461,3406,3175,3269,4928,4107,3293,4603
RASSF3,75,70,171,34,1,20,0,64
TBK1,506,438,424,422,407,785,514,398
MIR2285F-1,0,0,0,0,0,0,0,0
XPOT,6286,7194,5492,6013,6536,5151,6680,9180
C5H12orf56,0,0,0,0,0,1,0,0
KICS2,48,54,62,27,157,53,72,76
TRNAF-AAA_2,0,0,0,0,0,0,3,0
SRGAP1,284,834,783,750,551,538,641,900
LOC132345290,4,0,0,0,0,2,0,2
RXYLT1,267,340,445,412,366,690,383,404
AVPR1A,0,0,0,0,0,0,0,0
LOC132345291,0,0,0,0,0,0,0,0
TRNAW-CCA_32,0,0,0,0,0,0,0,0
PPM1H,292,141,524,138,99,122,92,263
LOC104972443,0,0,1,8,0,0,0,7
LOC132345292,25,15,71,26,2,47,47,61
MIRLET7I,0,0,0,0,0,0,0,0
MON2,420,477,482,554,415,726,585,338
LOC132345293,14,0,0,0,0,0,0,0
USP15,2291,2193,2421,1496,2114,2690,1985,4120
TAFA2,0,0,0,4,0,0,0,0
LOC112446802,0,0,0,0,0,0,0,0
SLC16A7,445,750,339,428,432,1733,918,1317
LOC512953,89,104,83,118,159,66,157,93
LRIG3,211,218,283,288,202,201,114,489
LOC132345294,0,0,0,0,0,2,0,0
LOC132345295,0,0,0,0,0,0,0,0
TRNAG-GCC_9,0,0,0,0,0,0,0,0
LOC132345296,0,0,0,0,0,0,0,0
ATP23,1340,704,1047,632,1399,729,955,1202
LOC112446704,0,0,0,0,0,0,0,0
CTDSP2,1201,1153,1692,966,1671,882,678,1396
MIR26A-2,0,0,0,0,0,0,0,0
AVIL,2044,1403,359,789,1377,152,919,1515
TSFM,3416,3491,3812,3071,5748,4152,4546,3591
EEF1AKMT3,53,63,37,49,19,157,65,92
METTL1,1004,1323,899,806,1296,837,753,647
CYP27B1,104,2,33,72,103,214,2,123
MARCHF9,44,98,113,92,248,34,52,54
CDK4,3217,3073,3167,2624,4703,2921,3892,3535
TSPAN31,2343,2256,2824,1912,2844,3175,3632,3004
AGAP2,10,18,20,3,0,3,13,18
OS9,1521,1378,1966,1298,2449,2609,1935,3067
LOC112446803,0,0,0,0,0,0,0,0
B4GALNT1,37,12,39,0,202,90,20,48
SLC26A10,0,0,0,0,0,0,0,0
ARHGEF25,0,3,0,0,8,0,0,9
DTX3,8,7,38,2,39,3,1,57
PIP4K2C,4582,3309,5308,3446,3880,4430,4461,5542
KIF5A,1,16,0,12,130,0,0,43
DCTN2,5394,5665,5891,5468,8764,6248,5630,5450
MBD6,54,29,93,38,42,50,19,97
DDIT3,617,708,687,328,552,1248,705,433
LOC132345297,0,0,0,0,0,0,0,0
MARS1,3243,4448,2508,3956,6259,5334,5477,3421
MIR2430,0,0,0,0,1,0,0,0
ARHGAP9,82,52,190,21,379,21,171,86
GLI1,0,21,37,47,38,0,0,0
INHBE,0,0,0,0,0,14,0,0
INHBC,0,0,0,0,0,0,0,0
R3HDM2,485,502,511,407,535,492,335,652
STAC3,91,21,245,19,3,153,58,237
NDUFA4L2,0,0,0,4,2,0,0,5
SHMT2,2564,3637,2824,2062,3145,3260,2174,3154
NXPH4,41,65,99,36,82,25,21,96
LRP1,44,207,125,32,128,375,151,107
TRNAG-CCC_47,0,3,0,1,2,0,0,0
LOC132345298,2,0,1,0,0,0,0,0
LOC112446855,0,0,0,0,0,0,0,0
MIR2431,0,0,0,0,0,0,0,0
STAT6,0,0,16,0,0,64,22,33
NAB2,11,0,4,1,0,0,8,28
NEMP1,617,529,140,260,764,620,536,559
MYO1A,21,38,55,56,0,54,4,80
TAC3,0,0,0,0,0,0,0,0
ZBTB39,435,710,808,552,969,653,945,1001
GPR182,0,0,0,0,0,0,0,0
LOC100139075,33,23,56,1,41,88,89,13
RDH16,0,9,22,0,36,0,0,0
SDR9C7,120,29,256,5,0,73,105,165
LOC100138638,8,0,2,0,0,0,0,5
LOC112446873,0,0,0,0,0,0,0,0
LOC112446872,0,0,0,0,0,0,0,0
HSD17B6,0,0,0,0,0,0,0,0
TRNAG-CCC_48,0,0,0,0,0,0,0,0
TRNAF-GAA_4,0,0,0,0,0,0,0,0
PRIM1,1615,931,909,965,1286,727,1277,1014
LOC132345299,3,1,8,6,2,6,12,21
NACA,19367,16527,17274,15661,24404,16193,18068,18519
PTGES3,12167,13578,10862,10323,12159,12777,11014,11770
ATP5F1B,94476,125883,88876,119258,185364,76793,135088,92660
LOC112446861,6,15,6,8,11,7,7,3
LOC112446708,38,16,24,13,21,29,27,14
MIR677,0,0,0,0,0,0,0,0
BAZ2A,1060,1067,1106,1109,2473,974,1381,1614
RBMS2,488,680,784,601,1156,728,1116,532
GLS2,7,14,0,9,0,29,1,16
SPRYD4,978,756,1134,898,1349,805,1521,1019
MIP,7,0,0,9,0,0,0,2
TIMELESS,2273,2434,2032,1794,2959,1556,2463,2809
APOF,0,0,0,0,0,0,0,0
APON,0,0,0,0,0,0,0,0
STAT2,2013,1362,1017,944,3221,797,2504,1508
IL23A,12,24,13,11,21,27,7,55
MIR2432,0,0,0,0,0,0,0,0
PAN2,1529,1358,1717,1375,3447,1092,1764,1507
TRNAE-UUC_34,1,0,3,0,0,1,0,5
CNPY2,1663,1434,1745,1561,2507,2055,2305,2072
MIR12054,0,0,0,3,8,0,4,0
CS,17054,21082,17461,14703,20437,18101,20131,20659
COQ10A,163,99,226,149,74,31,97,202
ANKRD52,69,90,166,108,39,66,43,99
MIR2433,0,0,0,0,0,0,0,0
SLC39A5,2,8,4,3,0,0,0,0
NABP2,405,328,619,327,602,375,275,569
RNF41,1031,1090,1508,607,1545,1240,1169,1532
LOC112446710,0,0,5,0,0,0,0,0
TRNAS-CGA,0,0,0,0,0,0,0,0
SMARCC2,280,226,398,340,207,282,286,904
MYL6,25966,27430,49777,31031,48061,39581,45728,34610
MYL6B,100,90,143,55,136,40,44,168
ESYT1,556,468,683,478,471,284,450,695
LOC101903253,21,0,28,2,0,9,24,13
ZC3H10,104,65,41,23,104,82,72,160
PA2G4,15467,13034,14146,13372,20880,13311,13502,14327
ERBB3,1836,2766,3156,2096,4025,6128,3972,3851
LOC132345300,5,0,4,2,0,6,0,1
RPS26,9899,7988,13932,7498,17838,9184,14289,9725
IKZF4,67,93,52,80,259,27,154,191
SUOX,3148,3281,2636,2923,5544,1191,5514,3639
LOC132345301,1,1,3,3,4,2,11,0
RAB5B,2380,1820,3135,1800,2812,2031,2081,2562
CDK2,1473,1349,1306,1034,1712,602,1081,1114
PMEL,1,63,83,90,24,103,41,48
DGKA,811,1277,863,959,2933,769,772,1053
PYM1,409,397,431,305,337,400,507,580
MMP19,0,0,10,0,53,24,0,29
TMEM198B,28,65,158,43,66,71,142,289
DNAJC14,3847,3343,3541,3267,4566,4090,3955,3366
ORMDL2,1775,954,2294,1387,2008,3039,2346,2308
SARNP,4656,3816,4733,4020,6155,4017,4669,4498
LOC132345302,10,0,23,0,0,0,18,9
GDF11,0,0,0,0,0,4,0,0
LOC101903534,4,1,5,0,0,3,4,0
CD63,3664,4375,12600,3890,6175,22987,11438,8301
RDH5,4,8,4,21,67,5,7,9
BLOC1S1,827,637,1531,824,1781,1367,1528,1155
ITGA7,125,70,86,28,0,24,15,114
TMT1B,0,0,0,0,0,0,0,0
TRNAC-GCA_64,0,0,0,0,0,0,0,0
OR10P25,0,0,0,0,0,0,0,0
LOC112446881,0,0,0,0,0,0,0,0
OR10P1,0,0,0,0,0,0,0,0
OR6C63,0,0,0,0,0,0,0,0
OR6C304,0,0,0,0,0,0,0,0
OR6C8,0,0,0,0,0,0,0,0
LOC101903758,32,32,22,17,40,21,39,35
OR6C267,0,0,0,0,0,0,0,0
OR6C4,0,0,0,0,0,0,0,0
OR6C288,0,0,0,0,0,0,0,0
OR6C264,0,0,0,0,0,0,0,0
OR6C22,0,0,0,0,0,0,0,0
LOC132345396,0,0,0,0,0,0,0,0
OR6C4C,0,0,0,0,0,0,0,0
OR6C38,0,0,0,0,0,0,0,0
OR6C2F,0,0,0,0,0,0,0,0
OR6C281,0,0,0,0,0,0,0,0
LOC112446906,0,0,0,0,0,0,0,0
OR6C277,0,0,0,0,0,0,0,0
OR6C202,0,0,0,0,0,0,0,0
OR6C207,0,0,0,0,0,0,0,0
OR6C278,0,0,0,0,0,0,0,0
OR6C17,0,0,0,0,0,0,0,0
OR6C35,0,0,0,0,0,0,0,0
OR6C68,0,0,0,0,0,0,0,0
OR6C269,0,0,0,0,0,0,0,0
OR6C2,0,0,0,0,0,0,0,0
OR6C265,0,0,0,0,0,0,0,0
OR6C1R,0,0,0,0,0,0,0,0
OR6C372,0,0,0,0,0,0,0,0
OR6C280,0,0,0,0,0,0,0,0
OR6C268,0,0,0,0,0,0,0,0
OR6C76,0,0,0,0,0,0,0,0
OR6C75,0,0,0,0,0,0,0,0
LOC787833,0,0,0,0,0,0,0,0
OR6C1Q,0,0,0,0,0,0,0,0
OR6C7H,0,0,0,0,0,0,0,0
TRNAS-GGA_33,0,0,0,0,0,0,0,0
OR6C282,0,0,0,0,0,0,0,0
OR6C7G,0,0,0,0,0,0,0,0
OR6C1,0,0,0,0,0,0,0,0
OR6C5H,0,0,0,0,0,0,0,0
OR6C1N,0,0,0,0,0,0,0,0
LOC787931,0,5,42,0,3,3,22,29
OR6C5,0,0,4,0,0,0,2,2
OR6C1S,0,0,0,0,0,0,0,0
OR6C3,0,0,0,0,0,0,0,0
OR6C7,0,0,0,0,0,0,0,0
OR6C74,0,0,0,0,0,0,0,0
OR6C266,0,0,0,0,0,0,0,0
OR6C33,0,0,0,0,0,0,0,0
OR6C7F,0,0,0,0,0,0,0,0
LOC788274,0,0,0,0,0,0,0,0
OR6C69H,0,0,0,0,0,0,0,0
OR6C74D,0,0,0,0,0,0,0,0
OR6C69G,0,0,0,0,0,0,0,0
OR6C69,0,0,0,0,0,0,0,0
OR6C74C,3,5,3,2,0,0,1,1
OR10A7,0,0,0,0,0,0,0,0
OR10U1,0,0,0,0,0,0,0,0
OR10U5,0,0,0,0,0,0,0,0
OR10U1B,0,0,0,0,0,0,0,0
OR9R3,0,0,0,0,0,0,0,0
OR9K2I,0,0,0,0,0,0,0,0
OR9K2H,0,0,0,0,0,0,0,0
OR9K2K,0,0,0,0,0,0,0,0
OR9K2J,0,0,0,0,0,0,0,0
OR9K2C,0,0,0,0,0,0,0,2
OR9K16,0,0,0,0,0,0,0,0
LOC788569,0,0,0,0,0,0,0,0
OR9K2,0,0,0,0,0,0,0,0
OR9K15,0,0,0,0,0,0,0,0
OR9K1,0,0,0,0,0,0,0,0
OR9K2F,0,0,0,0,0,0,0,0
OR9K7,0,0,0,0,0,0,0,0
OR9K1B,0,0,0,0,0,0,0,0
NEUROD4,0,0,0,0,0,0,0,0
LOC132342120,0,0,0,0,0,0,0,0
TESPA1,0,0,0,0,0,0,0,0
NTN4,0,1,0,0,0,0,0,0
LOC112446712,0,0,0,0,0,0,0,0
LOC112446898,0,0,0,0,0,1,0,0
SNRPF,1093,885,1341,844,1683,868,1379,1319
CCDC38,13,9,6,6,4,0,14,9
AMDHD1,0,34,18,4,79,2,53,2
HAL,2,4,0,0,1,0,52,0
LTA4H,311,761,987,660,1626,1471,1296,1312
TRNAD-GUC_5,0,0,0,0,0,0,0,0
ELK3,0,0,0,0,1,43,3,0
LOC132345303,0,0,0,0,0,0,0,0
CDK17,425,844,573,430,471,687,299,619
CFAP54,1521,1495,5523,1500,1609,6557,4921,3051
TRNAC-GCA_65,0,0,0,0,0,0,0,0
NEDD1,1675,2072,1500,1127,2175,2273,1895,2232
TRNAG-UCC_24,0,0,0,0,0,0,0,0
LOC132345304,0,0,0,0,0,0,0,0
MIR1251,0,0,0,0,0,0,0,0
MIR135A-2,0,0,0,0,0,0,0,0
LOC132345388,15,0,0,0,0,0,0,1
LOC132345398,0,0,0,0,0,0,3,0
TRNAD-GUC_6,0,0,0,0,0,0,0,0
TRNAW-CCA_33,5,0,0,0,0,0,0,0
TMPO,2068,2593,2025,1910,2722,1785,1760,2774
LOC101907503,0,11,0,0,0,28,0,16
SLC25A3,19659,26328,20097,24676,37788,18787,27446,21394
LOC112446874,9,4,13,5,14,0,15,3
IKBIP,147,198,276,129,235,288,279,324
APAF1,437,371,463,284,361,448,398,552
ANKS1B,38,39,110,18,92,14,110,26
LOC101907622,773,146,289,65,103,104,108,115
GARIN6,0,0,0,0,0,0,0,0
TRNAG-CCC_49,0,0,0,0,0,0,0,0
TRNAW-CCA_34,0,0,0,0,0,0,0,0
LOC132345378,1,0,0,0,13,2,6,0
BLTP3B,688,1376,787,975,1223,681,715,1079
ACTR6,556,317,274,366,359,454,284,500
SCYL2,1527,1829,2055,1815,1779,1935,1779,2918
SLC17A8,0,0,0,0,20,0,0,41
NR1H4,0,0,0,0,0,0,0,0
LOC132345305,0,0,0,0,0,0,0,0
GAS2L3,428,434,287,294,309,430,481,358
LOC112446714,0,0,0,0,0,0,0,0
LOC112446713,0,0,0,0,0,0,0,0
ANO4,3,1,0,0,0,0,0,0
MIR2434,0,0,0,0,0,0,0,0
SLC5A8,16,18,20,13,0,12,34,31
LOC132345306,0,0,0,0,1,1,0,2
LOC101908204,51,35,31,6,7,16,21,68
UTP20,1785,2144,1483,1463,2097,1083,1943,2676
ARL1,5333,4580,4792,3753,5525,4770,6419,6039
LOC101902002,2,4,11,6,0,5,7,7
SPIC,6529,3747,4106,4032,5384,968,3690,6229
MYBPC1,19,16,44,53,10,0,47,14
LOC132345307,0,0,0,1,0,0,3,0
CHPT1,1,246,111,128,208,242,51,82
SYCP3,2635,1420,4260,1411,1493,4121,2196,4428
GNPTAB,7483,5827,5400,7376,7570,4489,3673,7458
TRNAE-UUC_35,0,0,0,0,0,0,0,0
TRNAF-AAA_3,0,0,0,0,0,1,0,0
LOC132345308,67,5,166,10,649,627,158,114
LOC101902154,58,7,28,7,0,0,3,21
DRAM1,934,491,2353,615,282,305,464,1479
TRNAE-UUC_36,0,0,0,0,0,0,0,0
LOC782673,2,19,18,10,19,8,10,17
LOC104972477,0,0,0,6,0,0,0,0
WASHC3,1951,1558,2413,1609,1182,1400,1648,1679
NUP37,1499,1401,1490,1208,963,1317,1424,1728
PARPBP,556,311,369,415,327,402,420,605
PMCH,0,0,0,0,0,0,0,0
LOC112446717,0,0,0,0,0,0,0,0
IGF1,0,0,0,0,0,0,0,0
LOC112446897,0,0,0,0,0,0,0,0
LOC101902701,21,3,4,2,0,12,0,6
LOC112446839,0,0,0,0,0,0,0,0
PAH,901,703,576,465,306,509,575,760
ASCL1,0,0,6,0,0,0,0,14
LOC112446884,0,0,0,0,0,0,0,0
