gene_id,gene_name,gene_length,twoD_1,twoD_2,twoD_3,twoD_4,dynamic_2,dynamic_3,dynamic_4,dynamic_5,static_1,static_2,static_4,static_5
ENSBTAG00000042882,RF00181,74,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043354,RF00181,73,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048448,NA,1911,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052948,RF00181,74,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043040,RF00181,77,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042588,RF00181,73,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051589,RF00181,75,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053083,RF00181,75,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043417,RF00181,78,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049164,RF00181,75,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053614,RF00181,74,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043179,RF00181,73,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051559,RF00181,72,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048334,RF00181,75,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053605,RF00181,72,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048659,NA,1872,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053713,RF00181,75,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051306,RF00181,72,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042690,RF00181,72,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049061,RF00181,75,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042543,RF00181,68,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043490,RF00181,72,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042442,RF00181,70,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053335,RF00181,63,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000055136,RF00181,75,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042519,RF00181,72,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000054606,RF00181,72,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050196,NA,1731,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043933,RF00181,73,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042438,RF00181,74,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043314,RF00181,76,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000044977,RF00181,72,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053415,RF00181,72,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043670,RF00181,75,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000045422,RF00600,146,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043694,RF00181,74,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036379,bta-mir-379,86,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000029845,bta-mir-411a,82,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000045611,NA,102,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000039219,NA,111,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000029820,bta-mir-323,86,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036444,bta-mir-758,88,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036383,bta-mir-329b,83,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036356,bta-mir-329a,83,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036396,MIR494,97,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000040254,bta-mir-1193,105,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036431,bta-mir-543,80,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036360,bta-mir-495,81,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048146,NA,104,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051522,bta-mir-376e,82,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000044865,bta-mir-376c,86,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000039118,bta-mir-376d,82,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000030017,bta-mir-654,81,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046428,NA,104,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000038423,NA,115,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000038206,bta-mir-1185,86,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000047640,bta-mir-3956,98,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053769,MIR487B,115,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036433,bta-mir-539,78,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000030035,bta-mir-544a,101,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036398,bta-mir-655,97,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046480,NA,100,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052959,MIR487A,103,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000029791,MIR382,126,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000047451,bta-mir-668,96,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036445,bta-mir-453,80,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036426,MIR154,102,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036415,bta-mir-496,101,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000037263,bta-mir-541,84,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046141,bta-mir-3957,77,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000029961,MIR409,114,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000029808,bta-mir-412,90,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000029794,MIR369,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000036364,bta-mir-410,81,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000047889,bta-mir-323b,80,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000030016,bta-mir-656,79,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049326,NA,1435,0,0,0,0,0,12,0,0,0,2,2,2
ENSBTAG00000054714,NA,1942,0,1,4,0,0,20,0,0,0,0,3,3
ENSBTAG00000053035,NA,668,2,0,2,0,0,6,0,5,3,0,1,2
ENSBTAG00000050493,NA,2946,0,0,0,0,0,0,0,0,0,0,5,0
ENSBTAG00000038073,bta-mir-1247,78,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043578,DIO3,903,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051788,NA,1171,0,0,0,0,0,1,0,0,0,0,0,0
ENSBTAG00000020192,PPP2R5C,4480,2096,1364,1208,1522,1650,4307,2584,3114,1457,1880,1218,1170
ENSBTAG00000049735,RF00026,102,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000016598,DYNC1H1,14466,224,201,52,54,208,932,298,331,120,228,72,102
ENSBTAG00000016603,NA,2659,29,29,71,38,16,28,4,11,9,10,10,42
ENSBTAG00000006270,HSP90AA1,6035,36633,17688,12650,14290,19571,38602,21403,22173,26377,29089,14487,16084
ENSBTAG00000054196,NA,2941,0,1,3,0,1,0,0,0,0,0,0,5
ENSBTAG00000007007,WDR20,4133,9619,5928,3268,3915,4505,4634,4953,5828,4520,5788,5802,6276
ENSBTAG00000007008,MOK,1005,0,5,3,0,0,0,0,0,14,1,4,2
ENSBTAG00000051009,NA,850,0,0,0,1,0,0,0,0,0,0,0,0
ENSBTAG00000044797,RF00026,96,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000010993,ZNF839,1941,0,5,0,0,2,14,1,0,0,1,0,2
ENSBTAG00000010995,CINP,986,540,1437,3070,2108,625,1074,245,267,675,196,721,1113
ENSBTAG00000043100,RF00020,117,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000012143,TECPR2,5779,44,32,18,9,21,53,19,30,37,6,41,68
ENSBTAG00000010882,ANKRD9,1355,0,2,6,0,0,0,0,2,0,0,3,3
ENSBTAG00000002336,RCOR1,1577,51,34,8,8,5,14,63,32,32,40,17,18
ENSBTAG00000046633,NA,528,34,193,145,28,132,109,53,71,23,96,104,345
ENSBTAG00000013475,TRAF3,6357,355,160,137,265,140,163,222,169,154,260,106,63
ENSBTAG00000015750,AMN,1634,3,4,7,6,1,3,0,0,1,0,0,3
ENSBTAG00000016456,CDC42BPB,9900,185,599,162,130,463,547,427,480,139,165,266,378
ENSBTAG00000049466,NA,909,0,2,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000026893,EXOC3L4,2528,0,12,4,3,5,4,7,17,6,0,7,21
ENSBTAG00000051925,RF00001,119,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049333,NA,2607,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000035995,TNFAIP2,2628,4,0,1,0,0,0,0,0,0,0,0,0
ENSBTAG00000047319,NA,603,0,4,0,0,0,50,11,23,0,0,0,10
ENSBTAG00000052022,NA,3989,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048602,NA,273,0,0,0,0,1,0,0,0,0,0,0,1
ENSBTAG00000016282,EIF5,4372,58768,68598,44647,15015,40928,30037,21879,20587,42343,14464,52701,75822
ENSBTAG00000042713,RF00400,126,0,13,9,14,18,103,6,68,9,7,5,5
ENSBTAG00000052838,NA,309,3,5,2,0,0,0,3,0,3,1,7,3
ENSBTAG00000013410,MARK3,3609,518,425,247,713,443,861,965,777,387,669,403,290
ENSBTAG00000035998,CKB,1439,145,399,165,93,134,223,93,99,55,44,52,249
ENSBTAG00000050863,NA,285,1,2,0,0,0,0,0,0,0,0,0,1
ENSBTAG00000031327,TRMT61A,2621,9,37,48,0,67,43,19,31,5,1,7,23
ENSBTAG00000051798,NA,1023,0,3,0,0,0,20,0,1,0,0,0,0
ENSBTAG00000021199,APOPT1,833,214,224,886,1293,281,330,89,151,304,82,216,222
ENSBTAG00000017299,KLC1,2417,0,14,8,7,21,463,14,62,17,0,19,24
ENSBTAG00000009966,XRCC3,3261,3,36,50,17,8,6,7,9,13,7,25,21
ENSBTAG00000003556,ZFYVE21,1443,8,109,39,23,43,33,27,50,33,43,106,99
ENSBTAG00000003559,PPP1R13B,3969,95,219,67,109,84,85,98,91,24,116,132,96
ENSBTAG00000049827,bta-mir-2284k,74,12,22,14,0,18,3,0,2,0,0,1,10
ENSBTAG00000026886,ATP5MPL,290,923,965,2752,4164,1068,5301,326,1486,1490,801,726,1693
ENSBTAG00000020402,TDRD9,4714,122,288,176,120,79,92,200,198,185,121,158,188
ENSBTAG00000046401,RD3L,978,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017194,ASPG,2578,1,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000054619,MIR203B,84,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000021904,KIF26A,5898,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049404,NA,227,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000022775,C21H14orf180,2936,1,0,1,1,2,0,7,1,2,2,0,0
ENSBTAG00000054381,NA,1092,25,32,29,14,32,36,26,28,5,26,24,28
ENSBTAG00000006673,TMEM179,1070,0,7,0,0,0,0,0,0,0,0,0,2
ENSBTAG00000054250,NA,1490,0,9,5,0,0,0,0,0,0,0,4,1
ENSBTAG00000007187,NA,3105,0,2,2,0,2,1,0,3,0,0,0,3
ENSBTAG00000017616,ADSSL1,1807,0,7,2,0,4,19,0,11,0,0,0,10
ENSBTAG00000017622,SIVA1,730,512,1213,604,483,609,851,271,297,403,43,1068,1019
ENSBTAG00000017636,AKT1,1725,23,386,10,31,170,289,123,38,0,36,28,127
ENSBTAG00000005038,ZBTB42,1029,0,0,0,0,0,0,0,0,0,0,2,0
ENSBTAG00000004802,CEP170B,7325,19,17,10,1,37,25,86,46,7,21,15,15
ENSBTAG00000015160,PLD4,2262,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048906,AHNAK2,18027,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053749,NA,13222,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000010370,CLBA1,3365,5,3,13,2,13,26,0,0,0,0,0,13
ENSBTAG00000031242,CDCA4,669,0,100,12,1,20,67,37,10,1,4,64,59
ENSBTAG00000005647,GPR132,2384,0,0,0,0,0,0,0,1,0,0,0,0
ENSBTAG00000007319,JAG2,4151,0,0,4,0,1,0,2,1,1,0,0,0
ENSBTAG00000048010,NUDT14,752,0,15,70,103,31,54,0,12,0,0,16,60
ENSBTAG00000012753,BRF1,5414,0,1,1,0,10,10,1,8,0,0,1,0
ENSBTAG00000012751,BTBD6,2245,128,80,55,168,91,62,186,179,44,96,64,69
ENSBTAG00000046346,PACS2,5642,2,39,10,1,34,41,20,45,1,2,19,12
ENSBTAG00000050568,NA,1080,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051324,NA,507,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000047606,MTA1,3778,20,23,14,10,35,84,59,90,12,19,8,8
ENSBTAG00000051673,CRIP2,1184,3,35,8,14,24,29,0,12,0,2,4,45
ENSBTAG00000053646,NA,1661,0,3,0,0,1,3,1,1,0,0,0,2
ENSBTAG00000051001,NA,1023,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000047229,CRIP1,1056,0,39,10,0,64,516,0,39,13,8,12,78
ENSBTAG00000049082,NA,345,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046857,TEDC1,495,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049275,NA,354,0,0,0,1,0,28,0,0,0,0,0,0
ENSBTAG00000051777,NA,1545,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000045594,TMEM121,957,0,0,1,0,0,1,0,0,0,0,0,0
ENSBTAG00000046455,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049989,NA,1919,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053809,NA,882,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046786,UQCRFS1,1162,292,502,452,993,887,3785,208,612,422,143,423,1091
ENSBTAG00000018244,VSTM2B,1622,84,16,9,15,34,1,28,57,19,42,17,10
ENSBTAG00000023795,VAC14,3164,0,42,7,10,68,86,3,24,2,1,0,8
ENSBTAG00000009358,MTSS1L,3175,4,0,0,0,1,0,4,0,0,0,0,2
ENSBTAG00000050915,NA,1155,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000009357,IL34,2477,0,0,9,0,3,11,10,10,1,6,1,13
ENSBTAG00000042893,RF00026,104,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000010627,SF3B3,5314,280,378,330,583,452,1229,464,622,374,448,415,244
ENSBTAG00000044280,bta-mir-2324,71,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000043049,RF00611,91,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000042806,RF00611,80,0,3,0,0,0,0,0,4,0,0,0,0
ENSBTAG00000012988,COG4,2693,82,131,76,53,83,80,29,45,20,5,82,86
ENSBTAG00000012985,FCSK,3976,1,8,8,0,14,8,0,15,3,5,0,3
ENSBTAG00000054680,ST3GAL2,4307,2,9,11,27,6,42,6,19,4,1,10,8
ENSBTAG00000003570,DDX19A,2489,216,738,179,260,359,389,616,456,252,406,506,460
ENSBTAG00000052687,NA,456,0,4,4,0,0,1,1,2,0,0,0,1
ENSBTAG00000020714,DDX19B,1746,15,56,36,79,58,230,22,74,38,21,61,53
ENSBTAG00000053632,NA,450,15,8,1,0,8,0,2,0,10,0,7,12
ENSBTAG00000019810,AARS,3449,22,34,24,81,63,236,11,55,0,14,20,13
ENSBTAG00000053923,EXOSC6,1288,6,11,8,22,11,39,18,20,1,12,0,5
ENSBTAG00000051242,NA,2357,1,61,15,13,3,0,7,9,26,2,8,20
ENSBTAG00000004766,CLEC18C,1953,0,3,7,1,6,1,1,1,0,0,0,10
ENSBTAG00000016471,PDPR,3461,54,25,26,19,35,3,23,16,12,6,28,15
ENSBTAG00000049998,NA,1224,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002303,GLG1,8421,785,918,356,369,757,1292,1267,1057,673,718,487,459
ENSBTAG00000004460,RFWD3,3569,362,212,161,67,238,206,249,399,488,292,433,175
ENSBTAG00000012216,MLKL,1913,99,84,50,39,18,40,24,16,40,91,12,106
ENSBTAG00000012222,FA2H,2459,104,142,23,28,101,33,106,105,58,127,50,148
ENSBTAG00000053121,NA,348,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000016878,WDR59,3811,278,238,236,366,218,166,284,214,128,269,122,216
ENSBTAG00000034689,ZNRF1,2455,1173,1428,830,790,1192,1359,1037,1380,630,1669,545,1085
ENSBTAG00000006779,LDHD,2364,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000000868,ZFP1,1224,0,32,61,70,12,29,16,24,37,22,6,43
ENSBTAG00000052358,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000008500,CTRB1,871,0,6,0,0,2,1,0,2,0,0,0,4
ENSBTAG00000011995,NA,1554,0,0,0,0,0,0,0,0,0,0,0,8
ENSBTAG00000039914,CTRB1,878,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000012002,BCAR1,3714,15,15,30,2,17,41,34,24,12,18,11,16
ENSBTAG00000015427,CFDP1,1691,3572,2585,973,866,1286,1601,1649,916,2692,1460,2884,1885
ENSBTAG00000009805,CFDP2,1779,2966,1654,876,1421,961,1827,1111,800,2732,1499,2265,1365
ENSBTAG00000030600,BCNT2,1905,19545,8082,4660,9247,5347,4119,5843,5562,12820,7358,11062,6259
ENSBTAG00000015428,TMEM170A,2559,172,162,98,50,160,286,86,244,39,54,166,272
ENSBTAG00000040000,CHST6,1312,0,31,5,0,14,0,7,15,4,6,18,12
ENSBTAG00000015432,TMEM231,2639,321,379,211,190,235,350,364,250,139,207,168,249
ENSBTAG00000006550,GABARAPL2,964,7136,4022,4342,5410,4635,7374,4880,5081,7234,4137,6631,5261
ENSBTAG00000015669,ADAT1,6410,49,59,81,91,37,99,35,22,22,33,18,53
ENSBTAG00000034185,NA,1863,50,56,53,155,160,557,126,270,77,119,59,52
ENSBTAG00000015677,KARS,2528,1035,1201,673,670,1254,2306,976,1073,1214,545,1189,1194
ENSBTAG00000015686,TERF2IP,2176,520,437,300,825,287,1588,489,426,441,542,327,281
ENSBTAG00000048387,NA,1653,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000026004,CNTNAP4,6342,25,2,12,3,30,29,1,11,7,7,8,10
ENSBTAG00000012131,NA,732,22,1,44,45,6,46,6,33,74,26,41,66
ENSBTAG00000052957,MON1B,2924,100,141,22,15,144,90,86,110,34,110,111,67
ENSBTAG00000050654,NA,2720,18,51,81,42,12,168,1,18,7,4,15,55
ENSBTAG00000001010,ADAMTS18,3672,122,239,151,81,166,108,339,147,58,98,132,193
ENSBTAG00000007184,NUDT7,4407,31,19,58,32,35,206,3,20,24,5,14,35
ENSBTAG00000018146,VAT1L,2510,33,14,19,4,7,175,5,5,2,3,22,5
ENSBTAG00000044653,RF00398,156,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046772,CLEC3A,1091,0,0,8,0,2,0,0,1,0,0,9,2
ENSBTAG00000015894,WWOX,2351,832,550,781,362,201,370,195,143,353,217,633,573
ENSBTAG00000050959,NA,297,0,0,0,0,0,0,0,0,0,0,9,0
ENSBTAG00000052533,bta-mir-2285al,80,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000044192,MAF,2280,15,13,25,5,8,78,9,11,5,12,12,21
ENSBTAG00000054787,NA,918,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017752,DYNLRB2,1399,72,27,73,139,78,29,15,14,33,13,93,46
ENSBTAG00000017112,CDYL2,2301,1,0,3,0,2,21,1,3,5,0,3,1
ENSBTAG00000017009,CMC2,692,2581,2177,2421,2900,1701,2218,967,1271,2104,841,2432,2223
ENSBTAG00000011635,CENPN,1719,1541,645,564,1120,322,529,251,425,1158,243,1277,794
ENSBTAG00000008213,ATMIN,4411,144,86,171,580,62,122,179,207,163,190,220,52
ENSBTAG00000023765,C18H16orf46,1739,86,324,151,66,112,100,79,45,104,35,104,234
ENSBTAG00000044410,RF00026,104,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000006795,GCSH,1099,85,63,62,121,74,308,73,173,67,36,60,108
ENSBTAG00000012693,NA,7287,12,2,10,55,0,0,19,0,0,13,11,6
ENSBTAG00000051615,NA,1237,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000001026,BCO1,1788,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052847,NA,1005,0,2,7,0,5,31,0,1,0,0,0,0
ENSBTAG00000009428,GAN,3196,551,397,289,442,552,529,1090,864,573,580,295,298
ENSBTAG00000050732,NA,189,0,2,0,19,0,0,2,0,0,1,0,0
ENSBTAG00000054540,NA,1610,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000013524,CMIP,4224,180,160,87,143,219,496,702,413,111,569,85,73
ENSBTAG00000048093,bta-mir-2883,65,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002103,PLCG2,3858,35,92,60,60,29,7,51,53,61,35,58,47
ENSBTAG00000028336,RF00001,117,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000045367,RF00156,131,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000018394,SDR42E1,1529,472,898,290,90,651,356,480,518,465,412,797,1135
ENSBTAG00000050036,NA,1103,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000003234,HSD17B2,1224,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000044237,RF00026,104,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000009746,MPHOSPH6,1078,3873,2335,2904,2615,1903,1205,5559,2876,5544,3879,5803,2115
ENSBTAG00000054821,NA,402,0,2,58,40,16,1,4,13,43,10,0,5
ENSBTAG00000034373,CDH13,3912,65,20,42,13,48,4,32,25,29,29,24,66
ENSBTAG00000053436,HSBP1,1950,1041,667,1825,2489,863,1964,310,699,1192,348,581,1260
ENSBTAG00000051717,NA,1742,0,0,0,0,0,0,0,1,0,0,0,0
ENSBTAG00000004248,MLYCD,2500,0,0,0,5,1,6,4,4,1,0,0,0
ENSBTAG00000012508,OSGIN1,3300,12,32,18,24,1,12,8,2,11,5,3,18
ENSBTAG00000040086,SLC38A8,1308,183,582,169,133,317,545,471,645,59,169,255,486
ENSBTAG00000010170,MBTPS1,4274,76,62,62,131,164,606,173,279,49,86,120,66
ENSBTAG00000037239,RF00001,119,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000018770,HSDL1,3889,108,76,51,106,89,194,57,109,34,73,29,56
ENSBTAG00000018771,DNAAF1,2281,0,7,4,0,0,0,0,0,0,0,0,1
ENSBTAG00000018772,TAF1C,3458,4,31,46,87,17,21,19,22,8,8,8,7
ENSBTAG00000034283,ADAD2,1680,12,25,23,1,4,0,9,3,2,3,3,9
ENSBTAG00000016695,KCNG4,1515,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049788,WFDC1,1604,0,18,7,0,3,0,0,0,0,0,0,12
ENSBTAG00000000945,ATP2C2,3089,3,42,25,128,60,5,28,29,25,13,6,36
ENSBTAG00000000946,MEAK7,1876,0,38,21,36,16,29,1,0,12,8,0,16
ENSBTAG00000016315,COTL1,1752,10,37,7,19,31,185,9,36,0,21,15,18
ENSBTAG00000008385,KLHL36,3403,1558,807,294,669,697,1046,792,671,489,699,562,439
ENSBTAG00000009446,USP10,3318,584,485,366,797,300,586,297,394,338,396,240,452
ENSBTAG00000021176,CRISPLD2,4063,102,36,31,18,138,491,14,85,43,67,18,17
ENSBTAG00000002639,ZDHHC7,2589,1458,997,678,653,1040,745,1261,980,604,590,741,702
ENSBTAG00000020835,KIAA0513,2673,0,0,0,8,0,0,0,0,1,0,0,1
ENSBTAG00000020836,FAM92B,1181,0,9,30,0,0,0,5,0,0,0,9,5
ENSBTAG00000009918,GSE1,6005,331,343,148,326,199,238,650,470,155,610,193,151
ENSBTAG00000044006,GINS2,1195,3343,4516,1223,1715,1407,929,865,475,2072,653,3058,2644
ENSBTAG00000052744,NA,3576,1807,2965,465,316,1039,871,611,553,811,537,1036,2011
ENSBTAG00000016075,EMC8,1228,199,362,620,762,341,328,461,370,204,224,185,391
ENSBTAG00000016079,COX4I1,1085,2050,2920,1837,3611,1867,5158,525,844,3647,824,1624,3354
ENSBTAG00000017824,IRF8,2627,5116,8154,3582,3786,4995,5536,5518,5649,2950,5549,5458,6335
ENSBTAG00000049639,NA,769,12,2,13,0,11,0,0,4,13,10,21,7
ENSBTAG00000054270,NA,1623,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000000009,FOXF1,2806,0,0,0,0,0,4,0,0,0,0,0,0
ENSBTAG00000012446,MTHFSD,1941,24,26,58,13,23,97,5,17,11,1,11,26
ENSBTAG00000012465,FOXC2,1509,5,1,1,0,3,0,5,0,0,0,0,6
ENSBTAG00000040605,FOXL1,1041,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050591,NA,1194,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051264,NA,2193,0,0,0,0,1,0,0,0,0,1,0,1
ENSBTAG00000051570,NA,1477,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052784,NA,1632,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002226,FBXO31,1914,0,0,0,0,0,0,0,1,0,0,0,1
ENSBTAG00000011632,MAP1LC3B,1849,4314,3040,3672,4162,2914,4151,2163,2800,4653,2887,4001,3693
ENSBTAG00000014267,ZCCHC14,4272,569,309,281,476,402,404,277,356,472,504,419,210
ENSBTAG00000006899,JPH3,3020,0,0,0,0,0,0,0,0,0,0,1,2
ENSBTAG00000006905,KLHDC4,2724,20,31,22,17,9,42,31,13,4,2,9,29
ENSBTAG00000006731,SLC7A5,4762,5,7,0,26,21,204,4,94,0,9,29,23
ENSBTAG00000010151,CA5A,1386,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000023745,BANP,3699,2607,6103,576,311,1422,1773,2290,1260,812,1306,1698,3540
ENSBTAG00000045507,ZNF469,11265,0,0,0,0,0,0,0,0,0,0,1,0
ENSBTAG00000015766,ZFPM1,3319,22,74,112,37,21,27,1,17,8,0,37,78
ENSBTAG00000018507,NA,1209,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000019520,ZC3H18,3756,462,720,638,355,1087,1636,2455,2014,445,1891,294,536
ENSBTAG00000051907,CYBA,3115,0,30,12,34,33,52,0,0,6,0,0,6
